Mon Jul 25 11:58:35 2022    output.dat

         18432856 function calls (18081567 primitive calls) in 55.223 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       60    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:215(get_tick_padding)
        3    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/groupby.py:362(__init__)
       26    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:859(copy)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       42    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/base.py:853(_ndarray_values)
        9    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:2849(_get_level_indexer)
        6    0.000    0.000    0.122    0.020 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:149(unique)
       52    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/common.py:887(is_unsigned_integer_dtype)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/ticker.py:508(__init__)
        8    0.000    0.000    0.004    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:884(set_tick_params)
      352    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:691(get_style)
       20    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2266(blended_transform_factory)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/nanops.py:234(_get_values)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:1484(droplevel)
        8    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:1643(create_block_manager_from_blocks)
      352    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:698(get_variant)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexers.py:278(check_array_indexer)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:904(copy)
      163    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/common.py:211(classes_and_not_datetimelike)
       17    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:5412(values)
       40    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backend_bases.py:868(set_alpha)
      129    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/traitlets/traitlets.py:535(get)
       65    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:673(__eq__)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/ops.py:104(shape)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexing.py:2286(check_bool_indexer)
        7    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/transforms.py:957(set)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1288(_get_level_number)
       42    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
       26    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/construction.py:570(is_empty_data)
       25    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/transforms.py:274(frozen)
       21    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:1848(__contains__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:1970(_preprocess_slice_or_indexer)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:73(_codes_to_ints)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1664(set_minor_locator)
       14    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/figure.py:70(as_list)
      114    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:1182(name)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/grouper.py:243(__init__)
       15    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:299(is_dict_like)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:4236(delete)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:864(reset_ticks)
        3    0.000    0.000    0.421    0.140 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/ops.py:279(_get_compressed_codes)
       32    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:5341(_consolidate_inplace)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:138(__init__)
        3    0.000    0.000    0.003    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/generic.py:1729(_wrap_agged_blocks)
      352    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:704(get_weight)
        3    0.000    0.000    0.255    0.085 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/reshape/reshape.py:424(_unstack_frame)
        1    0.000    0.000    0.009    0.009 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:378(__init__)
       20    0.000    0.000    0.009    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1171(_get_tick_bboxes)
       36    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backend_bases.py:958(set_joinstyle)
       12    0.000    0.000    0.005    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/blocks.py:694(copy)
       99    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:647(is_consolidated)
       40    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ptp)
        6    0.000    0.000    0.014    0.002 <__array_function__ internals>:2(bincount)
        3    0.000    0.000    0.004    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:167(maybe_downcast_numeric)
       77    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/text.py:832(get_position)
       30    0.000    0.000    0.000    0.000 {pandas._libs.lib.values_from_object}
       54    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/series.py:414(dtype)
       15    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/blocks.py:265(make_block)
        6    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:3101(reindex)
      151    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:839(set_file)
        3    0.000    0.000    0.006    0.002 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:4584(_reindex_with_indexers)
       52    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/text.py:236(get_rotation)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:5464(_maybe_cast_data_without_dtype)
       11    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/ipykernel/iostream.py:206(schedule)
        2    0.000    0.000    0.236    0.118 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:384(draw)
       31    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:407(_get_text1_transform)
        2    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:1116(_set_title_offset_trans)
       24    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/lines.py:709(_transform_path)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexing.py:1600(_validate_read_indexer)
      152    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:662(formatter)
        2    0.000    0.000    0.263    0.131 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:454(print_png)
        3    0.000    0.000    0.638    0.213 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/generic.py:990(_cython_agg_general)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/sorting.py:348(get_group_index_sorter)
        9    0.000    0.000    0.905    0.101 /home/luisfigueiredo/.local/lib/python3.8/site-packages/IPython/core/formatters.py:331(__call__)
       15    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/common.py:575(is_string_dtype)
       42    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/ticker.py:1663(raise_if_exceeds)
        2    0.000    0.000    0.013    0.006 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/ma/core.py:1830(masked_where)
       36    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backend_bases.py:890(set_capstyle)
       12    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1398(_copy_tick_props)
       20    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:220(is_array_like)
        3    0.000    0.000    0.002    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:5826(_convert)
        3    0.000    0.000    0.008    0.003 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/reshape/reshape.py:186(get_result)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:1606(_check_label_or_level_ambiguity)
       29    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:526(_get_text2_transform)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2639(args)
       84    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.004    0.004 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/tight_bbox.py:38(restore_bbox)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1102(maybe_infer_to_datetimelike)
       30    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/patches.py:271(get_patch_transform)
        7    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:859(_set_position)
       19    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/patches.py:341(_set_facecolor)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:1197(_validate_names)
        3    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:4993(drop)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:950(get)
        4    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/spines.py:36(__init__)
       29    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:523(_get_text1_transform)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:244(_from_values_or_dtype)
       31    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:410(_get_text2_transform)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1712(_lexsort_depth)
        7    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/transforms.py:406(size)
      244    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3164(_around_dispatcher)
       30    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/IPython/core/formatters.py:550(_in_deferred_types)
       72    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1881(nlevels)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2692(apply_defaults)
       16    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/ticker.py:2020(__init__)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.get_reverse_indexer}
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/decorator.py:199(fix)
       82    0.000    0.000    0.000    0.000 {built-in method math.floor}
      127    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/text.py:554(set_wrap)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:138(connect)
       42    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/arrays/sparse/dtype.py:182(construct_from_string)
        1    0.000    0.000    0.906    0.906 /home/luisfigueiredo/.local/lib/python3.8/site-packages/IPython/core/formatters.py:89(format)
       90    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:1520(_block)
        3    0.000    0.000    0.007    0.002 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:4299(reindex)
        5    0.000    0.000    0.009    0.002 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:2284(_get_tick_boxes_siblings)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:3912(__getitem__)
        7    0.000    0.000    0.002    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/core/numeric.py:144(ones)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:1679(is_object)
       20    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1442(get_minor_ticks)
       54    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/base.py:61(_reset_cache)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/frame.py:3073(_box_col_values)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1620(set_major_formatter)
       42    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1816(nonzero)
        8    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/spines.py:374(draw)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:183(__array__)
        6    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/ops/__init__.py:448(_construct_result)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/frame.py:3066(_box_item_values)
       44    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:314(__len__)
       12    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       42    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/text.py:777(get_fontsize)
       36    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backend_bases.py:885(set_antialiased)
       55    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:331(<genexpr>)
       19    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/patches.py:315(_set_edgecolor)
        5    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:1171(tile)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:286(hstack)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:3627(_set_is_copy)
       94    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:232(items)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1363(is_monotonic_increasing)
       35    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/series.py:403(_set_subtyp)
       16    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:825(_set_scale)
        6    0.000    0.000    0.011    0.002 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/frame.py:7864(f)
        2    0.000    0.000    0.098    0.049 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/image.py:907(make_image)
        4    0.000    0.000    0.003    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1456(grid)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/algorithms.py:255(_get_data_algo)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1695(is_lexsorted)
       24    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/lines.py:928(get_markeredgecolor)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1888(levshape)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:922(_translate_tick_kw)
        5    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:2054(_update_offset_text_position)
      102    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        3    0.000    0.000    0.003    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/core/numeric.py:75(zeros_like)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       48    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/lines.py:518(get_fillstyle)
       32    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:927(consolidate)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/scale.py:718(scale_factory)
       16    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1634(set_minor_formatter)
        1    0.000    0.000    0.011    0.011 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axes/_axes.py:5432(imshow)
       11    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/IPython/core/formatters.py:374(lookup)
        2    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/patches.py:704(__init__)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/series.py:515(array)
        1    0.000    0.000   55.223   55.223 /tmp/ipykernel_87004/811938150.py:3(wrapper)
        1    0.000    0.000    0.916    0.916 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib_inline/backend_inline.py:23(show)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:1205(set_aspect)
        6    0.000    0.000    0.041    0.007 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
        3    0.000    0.000    0.623    0.208 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/ops.py:583(aggregate)
      159    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7facf1e840d0}
        1    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/gridspec.py:133(get_grid_positions)
       27    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/common.py:330(apply_if_callable)
       18    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/internals/managers.py:1565(internal_values)
        1    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/transforms.py:664(padded)
       52    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/text.py:25(_wrap_text)
       13    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/figure.py:453(_get_axes)
       12    0.000    0.000    0.905    0.075 /home/luisfigueiredo/.local/lib/python3.8/site-packages/IPython/core/formatters.py:220(catch_format_error)
       30    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/nanops.py:62(<genexpr>)
        3    0.000    0.000    0.016    0.005 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/reshape/reshape.py:158(<listcomp>)
        6    0.000    0.000    0.005    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:307(notna)
       18    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:1828(_get_ticks_position)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/nanops.py:334(_wrap_results)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:553(update_dtype)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2551(kind)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:42(__init__)
        7    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/figure.py:913(get_size_inches)
        9    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:2575(_get_loc_single_level_index)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:1667(is_boolean)
        3    0.000    0.000    0.007    0.002 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/generic.py:3943(_drop_axis)
       32    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:653(locator)
        3    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:398(get_renderer)
       18    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:766(_assert_take_fillable)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/core/numeric.py:2274(within_tol)
       12    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:363(_finalize)
        1    0.000    0.000    0.907    0.907 /home/luisfigueiredo/.local/lib/python3.8/site-packages/IPython/core/display.py:131(display)
       24    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2709(get_transformed_points_and_affine)
       12    0.000    0.000    0.906    0.075 /home/luisfigueiredo/.local/lib/python3.8/site-packages/decorator.py:229(fun)
        6    0.000    0.000    0.004    0.001 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/ops/common.py:49(new_method)
        6    0.000    0.000    0.016    0.003 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/multi.py:1997(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/pyplot.py:427(figure)
        3    0.000    0.000    0.638    0.213 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/groupby/groupby.py:1180(mean)
        3    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/numpy/ma/core.py:1556(make_mask)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:125(draw_path)
        6    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexing.py:573(__call__)
        4    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/spines.py:381(set_position)
     18/6    0.000    0.000    0.001    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/pandas/core/indexes/base.py:1581(is_monotonic)
        5    0.000    0.000    0.000    0.000 /home/luisfigueiredo/.local/lib/python3.8/site-packages/matplotlib/axis.py:2345(_update_offset_text_position)
       12    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int8}
